External ID,S.no,Debit,Account ID,Debit Internal ID,Credit,Credit Internal ID,Date,Customer,Entity ID,Invoice#,Memo,Description,Debit AMT,Credit AMT
EXTERNAL - 20250209 - AP,200.5,,966,,A20001 - Accounts Payable Suppliers & Vendors (New),966,7/24/2025,An Cuong Wood-Working,1542,20250209 - AP,An Cuong Wood-Working - Import July 25 cogs for freight from SPS to Netsuite,Import July 25 cogs for freight from SPS to Netsuite,,6177.49
EXTERNAL - 2025-FE-0000020 - Inventory,201,A12001 - Inventory (New),953,953,,,7/24/2025,GIBAM SHOPS SPA,1253,2025-FE-0000020 - Inventory,GIBAM SHOPS SPA - Import July 25 cogs for freight from SPS to Netsuite,Import July 25 cogs for freight from SPS to Netsuite,55.00,
EXTERNAL - 2025-FE-0000020 - Inventory,201.5,,981,,A51001 - Freight - Out - Expense (New),981,7/24/2025,GIBAM SHOPS SPA,1253,2025-FE-0000020 - Inventory,GIBAM SHOPS SPA - Import July 25 cogs for freight from SPS to Netsuite,Import July 25 cogs for freight from SPS to Netsuite,,55.00
EXTERNAL - 22530781-E - Inventory,202,A12001 - Inventory (New),953,953,,,7/24/2025,Fama Sofas S.L.U,1248,22530781-E - Inventory,Fama Sofas S.L.U - Import July 25 cogs for freight from SPS to Netsuite,Import July 25 cogs for freight from SPS to Netsuite,816.00,
EXTERNAL - 22530781-E - Inventory,202.5,,981,,A51001 - Freight - Out - Expense (New),981,7/24/2025,Fama Sofas S.L.U,1248,22530781-E - Inventory,Fama Sofas S.L.U - Import July 25 cogs for freight from SPS to Netsuite,Import July 25 cogs for freight from SPS to Netsuite,,816.00
EXTERNAL - 2025-FE-0000019 - Inventory,203,A12001 - Inventory (New),953,953,,,7/24/2025,GIBAM SHOPS SPA,1253,2025-FE-0000019 - Inventory,GIBAM SHOPS SPA - Import July 25 cogs for freight from SPS to Netsuite,Import July 25 cogs for freight from SPS to Netsuite,55.00,
EXTERNAL - 2025-FE-0000019 - Inventory,203.5,,981,,A51001 - Freight - Out - Expense (New),981,7/24/2025,GIBAM SHOPS SPA,1253,2025-FE-0000019 - Inventory,GIBAM SHOPS SPA - Import July 25 cogs for freight from SPS to Netsuite,Import July 25 cogs for freight from SPS to Netsuite,,55.00
EXTERNAL - 2025-FE-0000021 - Inventory,204,A12001 - Inventory (New),953,953,,,7/24/2025,GIBAM SHOPS SPA,1253,2025-FE-0000021 - Inventory,GIBAM SHOPS SPA - Import July 25 cogs for freight from SPS to Netsuite,Import July 25 cogs for freight from SPS to Netsuite,55.00,
EXTERNAL - 2025-FE-0000021 - Inventory,204.5,,981,,A51001 - Freight - Out - Expense (New),981,7/24/2025,GIBAM SHOPS SPA,1253,2025-FE-0000021 - Inventory,GIBAM SHOPS SPA - Import July 25 cogs for freight from SPS to Netsuite,Import July 25 cogs for freight from SPS to Netsuite,,55.00
EXTERNAL - 2025-FE-0000013- Inventory,205,A12001 - Inventory (New),953,953,,,7/24/2025,GIBAM SHOPS SPA,1253,2025-FE-0000013- Inventory,GIBAM SHOPS SPA - Import July 25 cogs for freight from SPS to Netsuite,Import July 25 cogs for freight from SPS to Netsuite,55.00,
EXTERNAL - 2025-FE-0000013- Inventory,205.5,,981,,A51001 - Freight - Out - Expense (New),981,7/24/2025,GIBAM SHOPS SPA,1253,2025-FE-0000013- Inventory,GIBAM SHOPS SPA - Import July 25 cogs for freight from SPS to Netsuite,Import July 25 cogs for freight from SPS to Netsuite,,55.00
EXTERNAL - 2025-FE-0000014 - Inventory,206,A12001 - Inventory (New),953,953,,,7/24/2025,GIBAM SHOPS SPA,1253,2025-FE-0000014 - Inventory,GIBAM SHOPS SPA - Import July 25 cogs for freight from SPS to Netsuite,Import July 25 cogs for freight from SPS to Netsuite,55.00,
EXTERNAL - 2025-FE-0000014 - Inventory,206.5,,981,,A51001 - Freight - Out - Expense (New),981,7/24/2025,GIBAM SHOPS SPA,1253,2025-FE-0000014 - Inventory,GIBAM SHOPS SPA - Import July 25 cogs for freight from SPS to Netsuite,Import July 25 cogs for freight from SPS to Netsuite,,55.00
EXTERNAL - 2025-FE-0000015- Inventory,207,A12001 - Inventory (New),953,953,,,7/24/2025,GIBAM SHOPS SPA,1253,2025-FE-0000015- Inventory,GIBAM SHOPS SPA - Import July 25 cogs for freight from SPS to Netsuite,Import July 25 cogs for freight from SPS to Netsuite,55.00,
EXTERNAL - 2025-FE-0000015- Inventory,207.5,,981,,A51001 - Freight - Out - Expense (New),981,7/24/2025,GIBAM SHOPS SPA,1253,2025-FE-0000015- Inventory,GIBAM SHOPS SPA - Import July 25 cogs for freight from SPS to Netsuite,Import July 25 cogs for freight from SPS to Netsuite,,55.00
EXTERNAL - 20250209- Inventory,208,A12001 - Inventory (New),953,953,,,7/24/2025,An Cuong Wood-Working,1542,20250209- Inventory,An Cuong Wood-Working - Import July 25 cogs for freight from SPS to Netsuite,Import July 25 cogs for freight from SPS to Netsuite,5789.50,
EXTERNAL - 20250209- Inventory,208.5,,981,,A51001 - Freight - Out - Expense (New),981,7/24/2025,An Cuong Wood-Working,1542,20250209- Inventory,An Cuong Wood-Working - Import July 25 cogs for freight from SPS to Netsuite,Import July 25 cogs for freight from SPS to Netsuite,,5789.50
EXTERNAL - 20250180,209,A51001 - Freight - Out - Expense (New),981,981,,,7/24/2025,An Cuong Wood-Working,1542,20250180,An Cuong Wood-Working - Import July 25 cogs for freight from SPS to Netsuite,Import July 25 cogs for freight from SPS to Netsuite,458.02,
EXTERNAL - 20250180,209.5,,966,,A20001 - Accounts Payable Suppliers & Vendors (New),966,7/24/2025,An Cuong Wood-Working,1542,20250180,An Cuong Wood-Working - Import July 25 cogs for freight from SPS to Netsuite,Import July 25 cogs for freight from SPS to Netsuite,,458.02
EXTERNAL - 20250179,210,A51001 - Freight - Out - Expense (New),981,981,,,7/24/2025,An Cuong Wood-Working,1542,20250179,An Cuong Wood-Working - Import July 25 cogs for freight from SPS to Netsuite,Import July 25 cogs for freight from SPS to Netsuite,85.83,
EXTERNAL - 20250179,210.5,,966,,A20001 - Accounts Payable Suppliers & Vendors (New),966,7/24/2025,An Cuong Wood-Working,1542,20250179,An Cuong Wood-Working - Import July 25 cogs for freight from SPS to Netsuite,Import July 25 cogs for freight from SPS to Netsuite,,85.83
EXTERNAL - 25JSF03078,211,A51001 - Freight - Out - Expense (New),981,981,,,7/24/2025,"Jasfer Industry Co., Limited",137,25JSF03078,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,3526.57,
EXTERNAL - 25JSF03078,211.5,,966,,A20001 - Accounts Payable Suppliers & Vendors (New),966,7/24/2025,"Jasfer Industry Co., Limited",137,25JSF03078,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,3526.57
EXTERNAL - SR273-52P3,212,A51001 - Freight - Out - Expense (New),981,981,,,7/24/2025,HARMONY HOSPITALITY CO LTD,2517,SR273-52P3,HARMONY HOSPITALITY CO LTD - Import July 25 cogs for freight from SPS to Netsuite,Import July 25 cogs for freight from SPS to Netsuite,14666.45,
EXTERNAL - SR273-52P3,212.5,,966,,A20001 - Accounts Payable Suppliers & Vendors (New),966,7/24/2025,HARMONY HOSPITALITY CO LTD,2517,SR273-52P3,HARMONY HOSPITALITY CO LTD - Import July 25 cogs for freight from SPS to Netsuite,Import July 25 cogs for freight from SPS to Netsuite,,14666.45
EXTERNAL - 25RT021202,213,A12001 - Inventory (New),953,953,,,7/25/2025,"Jasfer Industry Co., Limited",137,25RT021202,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,468.09,
EXTERNAL - 25RT021202,213.5,,981,,A51001 - Freight - Out - Expense (New),981,7/25/2025,"Jasfer Industry Co., Limited",137,25RT021202,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,468.09
EXTERNAL - 24JSF08043,214,A12001 - Inventory (New),953,953,,,7/25/2025,"Jasfer Industry Co., Limited",137,24JSF08043,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,170.48,
EXTERNAL - 24JSF08043,214.5,,981,,A51001 - Freight - Out - Expense (New),981,7/25/2025,"Jasfer Industry Co., Limited",137,24JSF08043,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,170.48
EXTERNAL - 25JS011606,215,A12001 - Inventory (New),953,953,,,7/25/2025,"Jasfer Industry Co., Limited",137,25JS011606,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,5609.12,
EXTERNAL - 25JS011606,215.5,,981,,A51001 - Freight - Out - Expense (New),981,7/25/2025,"Jasfer Industry Co., Limited",137,25JS011606,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,5609.12
EXTERNAL - 25AG543GRV-V,216,A51001 - Freight - Out - Expense (New),981,981,,,7/25/2025,"Jasfer Industry Co., Limited",137,25AG543GRV-V,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,619.43,
EXTERNAL - 25AG543GRV-V,216.5,,966,,A20001 - Accounts Payable Suppliers & Vendors (New),966,7/25/2025,"Jasfer Industry Co., Limited",137,25AG543GRV-V,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,619.43
EXTERNAL - 22532283-E,217,A51001 - Freight - Out - Expense (New),981,981,,,7/25/2025,Fama Sofas S.L.U,1248,22532283-E,Fama Sofas S.L.U - Import July 25 cogs for freight from SPS to Netsuite,Import July 25 cogs for freight from SPS to Netsuite,5378.85,
EXTERNAL - 22532283-E,217.5,,966,,A20001 - Accounts Payable Suppliers & Vendors (New),966,7/25/2025,Fama Sofas S.L.U,1248,22532283-E,Fama Sofas S.L.U - Import July 25 cogs for freight from SPS to Netsuite,Import July 25 cogs for freight from SPS to Netsuite,,5378.85
EXTERNAL - 24JSF04042,218,A12001 - Inventory (New),953,953,,,7/25/2025,"Jasfer Industry Co., Limited",137,24JSF04042,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,66.18,
EXTERNAL - 24JSF04042,218.5,,981,,A51001 - Freight - Out - Expense (New),981,7/25/2025,"Jasfer Industry Co., Limited",137,24JSF04042,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,66.18
EXTERNAL - 25JS020701,219,A12001 - Inventory (New),953,953,,,7/25/2025,"Jasfer Industry Co., Limited",137,25JS020701,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,536.59,
EXTERNAL - 25JS020701,219.5,,981,,A51001 - Freight - Out - Expense (New),981,7/25/2025,"Jasfer Industry Co., Limited",137,25JS020701,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,536.59
EXTERNAL - 21576/VE,220,A12001 - Inventory (New),953,953,,,7/25/2025,MirageGranitoCeramico S.p.A,173,21576/VE,MirageGranitoCeramico S.p.A - Import July 25 cogs for freight from SPS to Netsuite,Import July 25 cogs for freight from SPS to Netsuite,3922.02,
EXTERNAL - 21576/VE,220.5,,981,,A51001 - Freight - Out - Expense (New),981,7/25/2025,MirageGranitoCeramico S.p.A,173,21576/VE,MirageGranitoCeramico S.p.A - Import July 25 cogs for freight from SPS to Netsuite,Import July 25 cogs for freight from SPS to Netsuite,,3922.02
EXTERNAL - 25JSF02008,221,A12001 - Inventory (New),953,953,,,7/25/2025,"Jasfer Industry Co., Limited",137,25JSF02008,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,1290.15,
EXTERNAL - 25JSF02008,221.5,,981,,A51001 - Freight - Out - Expense (New),981,7/25/2025,"Jasfer Industry Co., Limited",137,25JSF02008,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,1290.15
EXTERNAL - 25BL021202,222,A12001 - Inventory (New),953,953,,,7/25/2025,"Jasfer Industry Co., Limited",137,25BL021202,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,594.47,
EXTERNAL - 25BL021202,222.5,,981,,A51001 - Freight - Out - Expense (New),981,7/25/2025,"Jasfer Industry Co., Limited",137,25BL021202,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,594.47
EXTERNAL - 25BL021201,223,A12001 - Inventory (New),953,953,,,7/25/2025,"Jasfer Industry Co., Limited",137,25BL021201,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,927.59,
EXTERNAL - 25BL021201,223.5,,981,,A51001 - Freight - Out - Expense (New),981,7/25/2025,"Jasfer Industry Co., Limited",137,25BL021201,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,927.59
EXTERNAL - 25JSF02017,224,A12001 - Inventory (New),953,953,,,7/25/2025,"Jasfer Industry Co., Limited",137,25JSF02017,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,185.76,
EXTERNAL - 25JSF02017,224.5,,981,,A51001 - Freight - Out - Expense (New),981,7/25/2025,"Jasfer Industry Co., Limited",137,25JSF02017,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,185.76
EXTERNAL - 25JSF03053,225,A12001 - Inventory (New),953,953,,,7/25/2025,"Jasfer Industry Co., Limited",137,25JSF03053,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,647.85,
EXTERNAL - 25JSF03053,225.5,,981,,A51001 - Freight - Out - Expense (New),981,7/25/2025,"Jasfer Industry Co., Limited",137,25JSF03053,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,647.85
EXTERNAL - 25JS032502,226,A12001 - Inventory (New),953,953,,,7/25/2025,"Jasfer Industry Co., Limited",137,25JS032502,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,269.11,
EXTERNAL - 25JS032502,226.5,,981,,A51001 - Freight - Out - Expense (New),981,7/25/2025,"Jasfer Industry Co., Limited",137,25JS032502,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,269.11
EXTERNAL - 25JS032704,227,A51001 - Freight - Out - Expense (New),981,981,,,7/25/2025,"Jasfer Industry Co., Limited",137,25JS032704,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,2069.08,
EXTERNAL - 25JS032704,227.5,,981,,A51001 - Freight - Out - Expense (New),981,7/25/2025,"Jasfer Industry Co., Limited",137,25JS032704,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,2069.08
EXTERNAL - 25JS051504,228,A51001 - Freight - Out - Expense (New),981,981,,,7/25/2025,"Jasfer Industry Co., Limited",137,25JS051504,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,430.74,
EXTERNAL - 25JS051504,228.5,,981,,A51001 - Freight - Out - Expense (New),981,7/25/2025,"Jasfer Industry Co., Limited",137,25JS051504,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,430.74
EXTERNAL - 25JSF04038,229,A12001 - Inventory (New),953,953,,,7/25/2025,"Jasfer Industry Co., Limited",137,25JSF04038,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,121.71,
EXTERNAL - 25JSF04038,229.5,,981,,A51001 - Freight - Out - Expense (New),981,7/25/2025,"Jasfer Industry Co., Limited",137,25JSF04038,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,,121.71
EXTERNAL - 2025-FE-0000017 -AP,230,A51001 - Freight - Out - Expense (New),981,981,,,7/24/2025,GIBAM SHOPS SPA,1253,2025-FE-0000017 -AP,GIBAM SHOPS SPA - Import July 25 cogs for freight from SPS to Netsuite,Import July 25 cogs for freight from SPS to Netsuite,67.00,
EXTERNAL - 2025-FE-0000017 -AP,230.5,,966,,A20001 - Accounts Payable Suppliers & Vendors (New),966,7/24/2025,GIBAM SHOPS SPA,1253,2025-FE-0000017 -AP,GIBAM SHOPS SPA - Import July 25 cogs for freight from SPS to Netsuite,Import July 25 cogs for freight from SPS to Netsuite,,67.00
EXTERNAL - 22530968-E -AP,231,A51001 - Freight - Out - Expense (New),981,981,,,7/24/2025,Fama Sofas S.L.U,1248,22530968-E -AP,Fama Sofas S.L.U - Import July 25 cogs for freight from SPS to Netsuite,Import July 25 cogs for freight from SPS to Netsuite,7236.00,
EXTERNAL - 22530968-E -AP,231.5,,966,,A20001 - Accounts Payable Suppliers & Vendors (New),966,7/24/2025,Fama Sofas S.L.U,1248,22530968-E -AP,Fama Sofas S.L.U - Import July 25 cogs for freight from SPS to Netsuite,Import July 25 cogs for freight from SPS to Netsuite,,7236.00
EXTERNAL - 2025-FE-0000018 -AP,232,A51001 - Freight - Out - Expense (New),981,981,,,7/24/2025,GIBAM SHOPS SPA,1253,2025-FE-0000018 -AP,GIBAM SHOPS SPA - Import July 25 cogs for freight from SPS to Netsuite,Import July 25 cogs for freight from SPS to Netsuite,67.00,
EXTERNAL - 2025-FE-0000018 -AP,232.5,,966,,A20001 - Accounts Payable Suppliers & Vendors (New),966,7/24/2025,GIBAM SHOPS SPA,1253,2025-FE-0000018 -AP,GIBAM SHOPS SPA - Import July 25 cogs for freight from SPS to Netsuite,Import July 25 cogs for freight from SPS to Netsuite,,67.00
EXTERNAL - INV-1277 -AP,233,A51001 - Freight - Out - Expense (New),981,981,,,7/24/2025,SminkSt,1973,INV-1277 -AP,SminkSt - Import July 25 cogs for freight from SPS to Netsuite,Import July 25 cogs for freight from SPS to Netsuite,1002.97,
EXTERNAL - INV-1277 -AP,233.5,,966,,A20001 - Accounts Payable Suppliers & Vendors (New),966,7/24/2025,SminkSt,1973,INV-1277 -AP,SminkSt - Import July 25 cogs for freight from SPS to Netsuite,Import July 25 cogs for freight from SPS to Netsuite,,1002.97
EXTERNAL - 2025-FE-0000023 -AP,234,A51001 - Freight - Out - Expense (New),981,981,,,7/24/2025,GIBAM SHOPS SPA,1253,2025-FE-0000023 -AP,GIBAM SHOPS SPA - Import July 25 cogs for freight from SPS to Netsuite,Import July 25 cogs for freight from SPS to Netsuite,68.00,
EXTERNAL - 2025-FE-0000023 -AP,234.5,,966,,A20001 - Accounts Payable Suppliers & Vendors (New),966,7/24/2025,GIBAM SHOPS SPA,1253,2025-FE-0000023 -AP,GIBAM SHOPS SPA - Import July 25 cogs for freight from SPS to Netsuite,Import July 25 cogs for freight from SPS to Netsuite,,68.00
EXTERNAL - 25JSF07215 -AP,235,A51001 - Freight - Out - Expense (New),981,981,,,7/25/2025,"Jasfer Industry Co., Limited",137,25JSF07215 -AP,"Jasfer Industry Co., Limited - Import July 25 cogs for freight from SPS to Netsuite",Import July 25 cogs for freight from SPS to Netsuite,946.33,
